entity_id,early_rate,total_txs
4mtXJ5pUcMMB4t8cLbi7zfDJCHfYLRrQb4qSLmh57sKL,0,15
8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,0,15
9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,0,16
ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,0,15
Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,0,15
4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf,0,15
KAW1LjxH73tRBd1XsaqsRsgeERFkg4WpdXUSqR4QjkW,0,30
7tqeaFKsg2K9xKnQWe61w71AtCZVMQvG4hbFAiFAngYw,0,15
AvNsK6uxBBwejyPe7tZqgX4onaCnXTqKQvKRaTe9Ekya,0,15
9maF99FLLAMh5v5JKG1ZyRZVBVsT5VkZnAJzDvduCpJa,0,15
H9ENbtmy2tWFtAJNmpC8xQtbcr1NTp4FXLdphRaG8L2T,0,15
GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji,0,16
6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL,0,15
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,0,15
3Pfubj3ytkRxFAGwFb5vtacuZJUxko5Du39xie9MBXuC,0,15
4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,0,15
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,0,45
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,0,47
A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,0,15
mD1afZhSisoXfJLT8nYwSFANqjr1KPoDUEpYTEfFX1e,0,15
SELEXm1aELCweknS2tsG6A4WivjVvgrTWn9doHNLj66,0,15
D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG,0,15
Sh1ro1CaaVjNuihgNK6kay7jwcWzSqD2fdix6RNPaSh,0,30
vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42,0,15
fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG,0,15
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,0,46
4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su,0,46
By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,0,15
7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,0,15
Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k,0,15
UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT,0,15
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,0,15
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,0,15
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,0,15
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,0,30
KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,0,15
AqyRvpjjSN6jWYPxijoJwhmKwJFk6fRYDh9fQZHcJ2o7,0,15
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,0,31
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,0,31
D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe,0,30
3YX7PQuESmR2h95FDgjahEQjyCBhmY1Ts2MsrM1Kg9DS,0,30
KAoSp3EudGqUBXv46tQoDwbZxSm3iXa9wM2aF4ySbJJ,0,46
ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,0,15
8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix,0,30
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,0,15
BCJN2vZFAHDYmufBDcbD5UAQHSyerXfc6UQkgX3mSWuh,0,15
vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva,0,15
9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23,0,15
HW4zorvt6xDwhU36RqjcWNwU8YMj9tiqnAafBKW4cqV,0,15
6xUK9Nbonr4eoJNtHGoUEMmYKoPz5mipKzyDBv6deX4d,0,15
ES1M3tMZ4rMTJ3apE75cHfeGWizDTrMMXy2zKtWkd38R,0,15
2X7WoaXX9KPqNrNfvguhnwo3rjFPNsfw2t75fGjWRthz,0,15
CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,0,15
EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4,0,15
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,0,15
Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,0,16
3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk,0,15
BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk,0,15
Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet,0,15
5tfcGyf3NQFcufDigvbRt9kWoVN2KPEkBRUY3UaC3Zwm,0,15
7TYbdqaFpHbLUWBe6fTc19XPweUMN6fB3GBW3TzZWu1i,0,15
As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,0,15
EUDis6LJeJzDHTEBgfHGQyjHp63XZkGkx4E69xunC2Ej,0,15
Cogent51kHgGLHr7zpkpRjGYFXM57LgjHjDdqXd4ypdA,0,15
VicAQ3U2GjjAuF3tPCtEQZdZKnpAAxkr5Q3zjDKmdo7,0,16
DtY5Bzxd75iWQRvKwM2xLUxqwLT1RRoeNwmVvgS2JANA,0,30
rssaJ2iKcE9QWsFYRZr8Q66TQh5bRk9DxYrzxGMzWQr,0,15
HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi,0,15
sce1oTWYVXv7a7Hy2skxREozs5nwkQ4wDT8XJSi5tgE,0,15
HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH,0,15
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,0,30
ChaossRPGKnsVhX1GfPC78yq5Sqju4cMThcAsKZNz5d6,0,15
3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,0,15
9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,0,15
8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,0,15
rapXHroUoGG3KvZ3qwjvGMdA7siWXwXpiNC1bYarvSC,0,15
ELE1xBTfmHB7vuhSH94q23r6j3tuvTXYTqgm1u4uzMLk,0,15
EfPYQ4BUMiKa6736qqrtnCBGkUSRDGSr1WvtyUgWHuyp,0,30
chdvWr6T14nqGRFD37KY36dsvhkCtDaufW5rpu3AfHe,0,15
REA1zKzM5WjDEcpB27Zx2Rk16foNPtLGTETy93LLgNw,0,15
burncPhAzPbo9QCzN9j8ig2FKZjwDhM5zgN2eW3GmWa,0,15
LiFiDJwJjW98MB8wxcnXpafKYsuz1hwpUkuszkERiX6,0,15
pitch9cMruwjDtAnisNS4mwZUPhMsBztNEGu2weMg55,0,15
Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6,0,31
sTEVErNNwF2qPnV6DuNPkWpEyCt4UU6k2Y3Hyn7WUFu,0,15
Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy,0,30
1i1yPyh843bTfi5qPgqozTbDcEX65rUNEFcUT2KAs2i,0,15
JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er,0,30
D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,0,15
6YDWxPaJWpZxJ6JLGaBeTJaGQn3gi3Pwtivii9cDyDHo,0,15
icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,0,31
DCKyEmMENQMtLXgbmUoHRmgP9XdJ9HsR5WxrKnSDCzKA,0,15
49j9bnkdgVNxLwsZ9h88sPR5MYEmsUyKrrJ6ZW8ijBrb,0,15
9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,0,15
2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg,0,15
9jJ3YRBL611e7xjXFMBExuninmTWjDnv3FXNotHmPnK2,0,15
Frog1Fks1AVN8ywFH3HTFeYojq6LQqoEPzgQFx2Kz5Ch,0,15
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,0,46
TxtxXzLTDQ9W4ya3xgwyaqVa6Tky6Yqhi5BLpPCc9tZ,0,15
5pZvwjSpGYCxpJeySwSbSAji7kZe4YntL7rQvXM3YcNT,0,15
fhsM2sxME8cHrrk3qvtMsRRDv5AoLFja7NjNnHeYZxe,0,15
FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr,0,15
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,0,15
TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG,0,15
BJvrWSfonXnS2Km8iA9KLY6D6vS3GcsaUwUNPFBumTca,0,15
FoigPJ6kL6Gth5Er6t9d1Nkh96Skadqw63Ciyjxc1f8H,0,15
parayLyZvwnGjDT2pGqrVn8UDxmNcdNQCE8uPRWMeRz,0,15
CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,0,30
CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61,0,15
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,0,15
FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2,0,15
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,0,16
AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,0,15
6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,0,15
3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F,0,32
6yVX5rkTR3NfgCuu37vkmLCeG2RLqKaJHLj4G6b4Dvzu,0,15
BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,0,16
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,0,15
SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,0,15
CpgSfd6QUoBw1267rTtJoZhELqC5q7isKLojBifSbNEE,0,15
F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8,0,15
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,0,15
5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV,0,15
5ikB9XZNVsjwKb6hHT3FS3So1Z1SrDvU5yaniWEQyDEG,0,15
HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,0,110
AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq,0,15
dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH,0,15
DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,0,31
H9METtoxNp2PhcDNxXwqpzBarJw9zJezhzdDEFgBqv8w,0,15
6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,0,47
CBUGET5PnvLc3HvEeFYj64iTvdKhYV6pujTPDdDh785K,0,15
7CR6whiYULVf1Knj4J5PxUS37opdk8UAx2WnDzBQKiVe,0,15
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,0,15
Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf,0,15
STaKesuXJH6UGRizuEVSWG1tyLu5ycKgWj3i1HUdvs5,0,15
8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,0,15
4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,0,15
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,0,14
BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,0,15
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,0,16
ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,0,15
DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,0,15
CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,0,48
9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD,0,15
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,0,31
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,0,15
FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj,0,15
hnhCMmnrmod4rcyc3QRKkLEC9XnPTvYJ2gBvjgFiV4o,0,15
UPSCQNqdbiaqrQou9X9y8mr43ZHzvoNpKC26Mo7GubF,0,16
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,0,15
ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj,0,16
7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,0,15
BCjGyexo1i7qpN9CbJ9Zt8avWr4Lb2JRtcm43sJvsgQK,0,15
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,0,15
AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,0,15
EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV,0,15
3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,0,16
ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi,0,15
DEU4agzdUCA5oZ1QSLxCyZb1smvdu5j1NXXsK2r823Uu,0,15
8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,0,30
7ZjHeeYEesmBs4N6aDvCQimKdtJX2bs5boXpJmpG2bZJ,0,15
