entity_id,wallet_count,unique_accounts,execution_shape_count,shape_entropy,slot_count,atomic_arb_count,pga_slot_count,avg_top_entity_share,toxic_pool_interactions,early_rate,total_txs,validator_mev_slot_ratio,validator_early_ratio,validator_unique_entities,avg_slots_seen,best_entity_rank,validator_total_txs,validator_mev_txs,validator_mev_tx_ratio,pca_1,pca_2,pca_3,risk_score,anomaly_score,risk_rank
FhNcsWN3NtEXatUHm1KKKXqnsKkMVmgcrEiiQdeYMipr,1,11,1,-0.0,2,0.0,2.0,0.6106591530901193,20,0,10,0.9333333333333332,0.0031034530831958,496.4,1.0,485,6156.75,6099.75,0.9902,-0.14644539942322934,-7.928495390693547,0.5677324985969755,1,0.0354850327994477,19.0
7gfdHd7eScorCWvHtaYffyJ82NiHGcWca7po9HUNNjSi,1,11,1,-0.0,1,1.0,0.0,0.6410256410256411,20,0,1,0.9333333333333332,0.0031034530831958,496.4,1.0,491,6156.75,6099.75,0.9902,-0.15985231648389964,-8.663971059286933,0.8482080198617742,1,0.03470012604072914,20.0
Bk2qYNMa4hUkbutBcb4JHhMqAbGEFZq4KjicpMCwC2wn,1,3,1,-0.0,3,0.0,0.0,0.6887694352757904,9,0,3,0.9333333333333332,0.0031034530831958,496.4,1.5,472,6156.75,6099.75,0.9902,-0.09484679073386915,-8.188991320031985,2.1953244736788124,1,0.027021090527253877,21.0
7wxrp9biVjWhHBSNtKkj8pydzPvzyrHcELirJ2xHzNoY,1,10,1,-0.0,1,1.0,0.0,0.5264241592312972,18,0,1,0.9333333333333332,0.0031034530831958,496.4,1.0,488,6156.75,6099.75,0.9902,-0.28417367267240107,-6.946069034492702,-1.9828179486441908,1,0.02682714660522323,22.0
HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,7,14,1,-0.0,16,0.0,15.0,0.587083008849862,206,0,110,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.25387440012863965,1.18590542358318,3.572715249939807,1,0.019032276586216645,23.0
bookoVmqw4QjVj5BbkFacouadx9M7816wyRkfM7A5Lo,7,14,1,-0.0,15,0.0,14.0,0.5803237759338079,182,0,105,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.2146173405462654,0.7901559065902212,3.1058047758748546,1,0.015156280047205706,24.0
2fyUpYAHzcFJ4T3KQXC9sdUPVFjMwTsdLzmuzugvNeEj,1,7,1,-0.0,4,0.0,1.0,0.588458332317642,12,0,6,0.9333333333333332,0.0031034530831958,496.4,2.0,472,6156.75,6099.75,0.9902,-0.16303182252855472,-5.803380769102606,0.0984329924398195,1,0.012351218622870919,25.0
GHeoPQitvVKSVisuRpfAdW3vmB6Bi3cVE86CWbDqT2Z5,1,1,1,-0.0,5,0.0,0.0,0.6595927108063284,10,0,5,0.9333333333333332,0.0031034530831958,496.4,1.25,1,6156.75,6099.75,0.9902,-0.14312122492460813,-5.1061459240306455,1.2317771848211192,1,0.0041084683748764395,26.0
AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk,1,6,1,-0.0,5,0.0,0.0,0.6414307748679551,10,0,5,0.9333333333333332,0.0031034530831958,496.4,1.6666666666666667,1,6156.75,6099.75,0.9902,-0.14920848323342134,-4.280669161318411,0.8941837179063579,-1,-0.0041084683748765505,27.0
EbiVZXqkj7RmWn98i3oPWcMpB2Z7VjmKV3djzc8q1tma,1,9,1,-0.0,4,0.0,0.0,0.5659951647604234,27,0,4,0.9333333333333332,0.0031034530831958,496.4,1.3333333333333333,478,6156.75,6099.75,0.9902,-0.2247884677813236,-6.414325663566822,-0.8564917174060294,-1,-0.005915805583524669,28.0
HKkbkbadW4XyK9mNadu3ezH7ugG9SCQ44Uzy9A1HKQyr,1,9,1,-0.0,2,0.0,0.0,0.5829771692661269,18,0,2,0.9333333333333332,0.0031034530831958,496.4,1.0,488,6156.75,6099.75,0.9902,-0.2220486748355528,-7.579079270817162,-0.5645923087480249,-1,-0.007066843570404546,29.0
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,6,12,1,-0.0,16,0.0,15.0,0.587083008849862,162,0,87,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.2360243782002632,1.1852782217958728,3.5738395542439907,-1,-0.008735399008332423,30.0
3cZSHGfNdaULpFAvGbWbxpVwzXB4gHdk8NFucPNR5pgA,5,10,1,-0.0,14,0.0,14.0,0.5631653484489122,136,0,76,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,0.1627220408430465,0.5705849720796845,2.6088150989768533,-1,-0.008817503878697508,31.0
ping6gwBZx1ccMMFyLgkVSupUmujYrFidEXuNRPq989,1,1,1,-0.0,5,0.0,0.0,0.5979323139156729,10,0,5,0.9333333333333332,0.0031034530831958,496.4,1.6666666666666667,478,6156.75,6099.75,0.9902,-0.18244407340126687,-6.237299465152852,0.04298866137741181,-1,-0.01621094439437254,32.0
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,5,10,1,-0.0,15,0.0,15.0,0.5715190920583629,150,0,80,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.20281245708121837,0.9426296766106653,3.115157737844525,-1,-0.030100525429993752,33.0
eyeYaqg9e2L6xw7YwsSLm27eWJfhLNAm6ETQm8TXNoK,5,10,1,-0.0,16,0.0,14.0,0.587083008849862,140,0,76,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.20500652215515977,1.1623974228843954,3.349298834092173,-1,-0.037007012529227556,34.0
6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,5,10,1,-0.0,16,0.0,14.0,0.587083008849862,130,0,75,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.2041190983155526,1.162367149909387,3.349360201562083,-1,-0.03827297856843026,35.0
Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,1,2,1,-0.0,7,0.0,0.0,0.6035334338645868,14,0,7,0.9333333333333332,0.0031034530831958,496.4,1.75,378,6156.75,6099.75,0.9902,-0.17024453800337563,-5.250275248257075,0.2000214620951173,-1,-0.040037851858279794,36.5
5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE,1,2,1,-0.0,7,0.0,0.0,0.6035334338645868,14,0,7,0.9333333333333332,0.0031034530831958,496.4,1.75,378,6156.75,6099.75,0.9902,-0.17024453800337563,-5.250275248257075,0.2000214620951173,-1,-0.040037851858279794,36.5
BuonuQoAR74GoMwCFhxKWVWWSGGt2wfbNmQ3cizaJ97G,1,2,1,-0.0,7,0.0,0.0,0.5921316900684769,16,0,8,0.9333333333333332,0.0031034530831958,496.4,1.75,378,6156.75,6099.75,0.9902,-0.1819492491477719,-5.080965290761171,-0.08153814963606364,-1,-0.040577966889161154,38.0
74Xkp2iLXm315h69sFRiCFjmKnaWkMV8W2LgJwPRSgN5,4,8,1,-0.0,16,0.0,16.0,0.587083008849862,118,0,63,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.23381826844852674,1.2070324711196772,3.8006071623879167,-1,-0.046906660658357024,39.0
phz15zDzU3MiCCNJtFipjpLt98sqzbc2Tgcn76JKFHK,2,3,2,0.3712323266408756,14,0.0,0.0,0.5631653484489122,28,0,16,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,0.28025635350236905,0.13993840895131546,-0.5523973466625547,-1,-0.048412339088164,40.0
hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,4,8,1,-0.0,14,0.0,14.0,0.5631653484489122,104,0,61,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,0.14952779971193583,0.5701318981597052,2.6096818646014714,-1,-0.05128372439601281,41.0
EdFUcP2f6j9iBg5BqsgJn3WDr1JieiKCo41hZ5Zrsk6w,4,8,1,-0.0,14,0.0,14.0,0.5631653484489122,104,0,60,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,0.14899973027226862,0.5701116334100996,2.609708908383188,-1,-0.05151203927541881,42.0
BP8TxUroBDw97JWmc9bfg9bs8PoE6MA71SSihhBNUJR4,1,2,1,-0.0,6,0.0,0.0,0.5591663049340514,14,0,8,0.9333333333333332,0.0031034530831958,496.4,1.2,1,6156.75,6099.75,0.9902,-0.2478291830847555,-3.4749767831129463,-1.2397161421430551,-1,-0.05274365276047588,43.0
F9VBRW8Rx9wcEaSbHJC9LrttqC4fkbPr728HvFPf1dFZ,1,3,1,-0.0,7,0.0,0.0,0.6157936117519355,24,0,12,0.9333333333333332,0.0031034530831958,496.4,1.75,1,6156.75,6099.75,0.9902,-0.1662397642505526,-3.375349670938786,0.3265797461597177,-1,-0.056611898664905125,44.0
DKSy9mQn63487j7oXHxqmykLEYUA3akTHm1QNPgDLGN8,3,6,1,-0.0,13,0.0,12.0,0.5650240592355926,78,0,45,0.9333333333333332,0.0031034530831958,496.4,2.6,1,6156.75,6099.75,0.9902,0.08927199425234149,0.023566452759543405,2.1309516369952592,-1,-0.05836921114594784,45.0
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,4,8,1,-0.0,16,0.0,15.0,0.587083008849862,112,0,60,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.21172320041695947,1.1844468797202952,3.5754439009846073,-1,-0.06431163382648108,46.0
PoN1E3VyqwqoGQEhC8ExpkRKTuyhxtGLnHHH3DwbgTU,4,8,1,-0.0,16,0.0,15.0,0.587083008849862,114,0,61,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.21232314073661465,1.1844691461149812,3.575409992465252,-1,-0.06486807342498702,47.0
sfvTq7ojrEc5WdXcHijz676eX1pc5MgoLxbkYSdRDAB,1,2,1,-0.0,10,0.0,1.0,0.5529837361187541,20,0,12,0.9333333333333332,0.0031034530831958,496.4,2.0,1,6156.75,6099.75,0.9902,-0.19922014975064392,-1.4667219941183598,-0.8673655671935526,-1,-0.0707743424689774,48.0
sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,3,6,1,-0.0,14,0.0,13.0,0.5631653484489122,78,0,45,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,0.11572585470852027,0.5471457722100386,2.385290092833515,-1,-0.08341278302609767,49.0
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,4,8,1,-0.0,15,0.0,15.0,0.5715190920583629,112,0,60,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.18676225611180758,0.9420692740074165,3.116180316590643,-1,-0.0852342181433845,50.0
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,4,8,1,-0.0,15,0.0,15.0,0.5715190920583629,114,0,61,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.18736219643146276,0.9420915404021026,3.1161464080712875,-1,-0.08634593914564581,51.5
91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt,4,8,1,-0.0,15,0.0,15.0,0.5715190920583629,114,0,61,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.18736219643146276,0.9420915404021026,3.1161464080712875,-1,-0.08634593914564581,51.5
UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,3,6,1,-0.0,16,0.0,12.0,0.587083008849862,90,0,48,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.13958678078698553,1.1165082316285648,2.9004002506917534,-1,-0.08936575405403446,53.0
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,3,6,1,-0.0,15,0.0,15.0,0.5715190920583629,118,0,62,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.18391074217481154,0.9419987320872628,3.1164569079109428,-1,-0.09225543362194755,54.0
SoLiDJGk4WkdinyLiRWjkFbgLUhjL3idGJK8H1rUWqH,3,6,1,-0.0,16,0.0,11.0,0.587083008849862,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.11749171275541827,1.0939226402291828,2.6752369892884436,-1,-0.09237403918654952,55.0
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,3,6,1,-0.0,16,0.0,14.0,0.587083008849862,90,0,48,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.18017727493218877,1.161545816059212,3.3509302246145056,-1,-0.09345711576713467,56.0
6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,3,6,1,-0.0,16,0.0,13.0,0.587083008849862,88,0,47,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.15928208753993198,1.1390047574492022,3.1256991461724852,-1,-0.09402181398738452,57.0
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,3,6,1,-0.0,16,0.0,12.0,0.587083008849862,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.1377869598280199,1.1164414324445064,2.90050197624982,-1,-0.09929724354661573,58.0
8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8,3,6,1,-0.0,16,0.0,14.0,0.587083008849862,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,0.17837745397322313,1.1614790168751534,3.351031950172572,-1,-0.10029385362670162,59.0
DP9iBgK9c7tJYb83KhxQMFNc1LXYu7nE7EhWpEzQnjmg,2,4,1,-0.0,13,0.0,3.0,0.5571760951737792,58,0,31,0.9333333333333332,0.0031034530831958,496.4,2.6,1,6156.75,6099.75,0.9902,-0.11408962261036382,-0.06300062351580138,-0.08941240456436272,-1,-0.1024366862117354,60.0
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,1,2,1,-0.0,11,0.0,1.0,0.5481173723903449,26,0,14,0.9333333333333332,0.0031034530831958,496.4,2.2,1,6156.75,6099.75,0.9902,-0.1950356147694535,-0.9209587262364214,-0.912630123014848,-1,-0.10336716744444319,61.0
9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,3,6,1,-0.0,15,0.0,11.0,0.5834868333714768,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.10544623895224682,0.6738536803845856,2.5114744132736644,-1,-0.10881397382011959,62.0
scs1NCSTafrUX6RBx113B9YDCepo1QdEzU8WwEkf25i,3,6,1,-0.0,15,0.0,12.0,0.5803237759338079,78,0,45,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.12211233243647535,0.7433300462206238,2.658659487598913,-1,-0.11270194670654232,63.0
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,3,6,1,-0.0,15,0.0,12.0,0.5803237759338079,84,0,47,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.12338408395577376,0.7433765806550766,2.658584805822563,-1,-0.11474219928179863,64.0
KAoSp3EudGqUBXv46tQoDwbZxSm3iXa9wM2aF4ySbJJ,3,6,1,-0.0,15,0.0,12.0,0.5803237759338079,86,0,46,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.1229278853960945,0.7433583175505515,2.658604984866641,-1,-0.11490228620853726,65.0
8aPHvzVV91jZF948tykkoF6WfgLHppNfG8Z3V4gCrDix,2,4,1,-0.0,13,0.0,2.0,0.5571760951737792,56,0,30,0.9333333333333332,0.0031034530831958,496.4,2.6,1,6156.75,6099.75,0.9902,-0.13498481000262066,-0.08554168212581109,-0.31464348300638345,-1,-0.11595761668341231,66.0
CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,3,6,1,-0.0,15,0.0,15.0,0.5715190920583629,90,0,48,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.17551157769963852,0.9416870025616568,3.116931627181918,-1,-0.1175795766811843,67.0
uxqVAFQfox97HazsPtkKiwhypQH6jEGXkQBHDtXshrk,3,6,1,-0.0,15,0.0,14.0,0.5715190920583629,90,0,48,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.15521633062703688,0.9191682103463332,2.8916666402205418,-1,-0.12230765411176298,68.0
noMiSMNpN3iGeX3WdF5M2KQdFUQt2RYYpfJ4dN1Ni3k,1,2,1,-0.0,11,0.0,0.0,0.6304388656794224,26,0,13,0.9333333333333332,0.0031034530831958,496.4,2.75,1,6156.75,6099.75,0.9902,-0.11229409445336537,-1.4321683900154882,1.041391885986236,-1,-0.12804687636840595,69.0
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,3,6,1,-0.0,15,0.0,15.0,0.5715190920583629,86,0,46,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.17431169706032812,0.9416424697722845,3.1169994442206286,-1,-0.1283198708444236,70.5
4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su,3,6,1,-0.0,15,0.0,15.0,0.5715190920583629,86,0,46,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.17431169706032812,0.9416424697722845,3.1169994442206286,-1,-0.1283198708444236,70.5
FZ4MT1HYJHd9GK8D5mJ9f3r7irLaDL5NxBNLjGqrLqs9,3,6,1,-0.0,15,0.0,15.0,0.5715190920583629,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.17371175674067288,0.9416202033775983,3.1170333527399845,-1,-0.12957347418784593,72.0
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,3,6,1,-0.0,15,0.0,14.0,0.5715190920583629,86,0,46,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.15401644998772648,0.9191236775569609,2.8917344572592523,-1,-0.13311327320221122,73.0
32jCuWyy4aJjyv4gd4DSGBHmFU5KUSSfqbmPb9GpMin6,2,4,1,-0.0,16,0.0,2.0,0.587083008849862,54,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.07828788114911898,0.8908024380163727,0.6487120075230381,-1,-0.1336484509351954,74.0
novaeuhY2JH2WHhc9KVTHDx2cyJZdXJC6faf4CtARZn,2,4,1,-0.0,14,0.0,3.0,0.5832753236275038,52,0,31,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.07797468464749088,0.022947660072548257,0.6300040027000074,-1,-0.13511352165089402,75.0
4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC,3,6,1,-0.0,15,0.0,14.0,0.5715190920583629,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.15341650966807124,0.9191014111622747,2.891768365778608,-1,-0.13553897033557333,76.5
G1bLKfyNm7zsmmYEL9dyxBvMtxpFcwy2s84bHDj2ZFUY,3,6,1,-0.0,15,0.0,14.0,0.5715190920583629,84,0,45,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,0.15341650966807124,0.9191014111622747,2.891768365778608,-1,-0.13553897033557333,76.5
EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,60,0,32,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11760662377502384,0.8458113880201784,0.19810735182393666,-1,-0.13665006122362766,78.5
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,60,0,32,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11760662377502384,0.8458113880201784,0.19810735182393666,-1,-0.13665006122362766,78.5
3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F,2,4,1,-0.0,16,0.0,1.0,0.587083008849862,58,0,32,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.09738324758241018,0.8683281785904214,0.42337920352295144,-1,-0.13882446660913433,80.0
1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,2,4,1,-0.0,16,0.0,2.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.07821601026913101,0.8908044396614532,0.6487051427853995,-1,-0.14260130745460253,81.5
KAW1LjxH73tRBd1XsaqsRsgeERFkg4WpdXUSqR4QjkW,2,4,1,-0.0,16,0.0,2.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.07821601026913101,0.8908044396614532,0.6487051427853995,-1,-0.14260130745460253,81.5
5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,2,4,1,-0.0,16,0.0,1.0,0.587083008849862,58,0,31,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.09791131702207742,0.8683079138408158,0.4234062473046682,-1,-0.1444063846711786,83.0
icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,2,4,1,-0.0,14,0.0,3.0,0.5631653484489122,54,0,31,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.09960530418898744,0.32153304746675176,0.13345248611210073,-1,-0.1455988903799782,84.0
MFLKSo4XDfrBf4FByx76zYM2dXSWcigag7ec2bCHTR4,2,4,1,-0.0,14,0.0,2.0,0.5832753236275038,52,0,30,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.09879800115975973,0.000408603107619108,0.4047660595203482,-1,-0.1491114550406314,85.5
BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,2,4,1,-0.0,14,0.0,2.0,0.5832753236275038,52,0,30,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.09879800115975973,0.000408603107619108,0.4047660595203482,-1,-0.1491114550406314,85.5
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,2,4,1,-0.0,14,0.0,2.0,0.5665543385607003,60,0,32,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.11549950388009096,0.24872240505489396,-0.008181024362790166,-1,-0.1530284668156553,87.0
HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq,2,4,1,-0.0,15,0.0,2.0,0.5834868333714768,60,0,32,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,-0.08906160343299203,0.4707800126062279,0.4848747497319098,-1,-0.15433966239551283,88.0
BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,1,2,1,-0.0,11,0.0,1.0,0.5850094024378601,26,0,14,0.9333333333333332,0.0031034530831958,496.4,2.75,1,6156.75,6099.75,0.9902,-0.14049781462798316,-0.7351141818895921,0.14491004539210298,-1,-0.15531702295810373,89.0
gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh,2,4,1,-0.0,14,0.0,2.0,0.5631653484489122,52,0,30,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.12050049158124428,0.2989919888567421,-0.09177859232992001,-1,-0.1559680143837518,90.0
GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,1,2,1,-0.0,12,0.0,1.0,0.5751475289455025,30,0,16,0.9333333333333332,0.0031034530831958,496.4,2.4,1,6156.75,6099.75,0.9902,-0.15650053493748847,-0.8487818844110697,-0.1703161528316446,-1,-0.15860619216555027,91.0
EfPYQ4BUMiKa6736qqrtnCBGkUSRDGSr1WvtyUgWHuyp,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
MutT1jxCXbRWJXpXoJK259gLrNfzDezdxS3BSkQAmv1,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi,2,4,1,-0.0,16,0.0,0.0,0.587083008849862,56,0,30,0.9333333333333332,0.0031034530831958,496.4,3.2,1,6156.75,6099.75,0.9902,-0.11880650441433427,0.8457668552308061,0.19817516886264738,-1,-0.16212205292381798,94.5
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,1,2,1,-0.0,12,0.0,0.0,0.5825410131482597,22,0,12,0.9333333333333332,0.0031034530831958,496.4,2.4,1,6156.75,6099.75,0.9902,-0.17121656675260102,-0.9811646934985641,-0.21288958474525574,-1,-0.16586922231322948,98.0
RFLCTDRBVZTEbXrCd92jnKghYeDJARb6ByK2JnPfQmH,1,2,1,-0.0,12,0.0,0.0,0.5448341241188491,26,0,14,0.9333333333333332,0.0031034530831958,496.4,2.4,1,6156.75,6099.75,0.9902,-0.21070959551359328,-0.42126613341762903,-1.143995551716514,-1,-0.16903677472536144,99.0
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,2,4,1,-0.0,15,0.0,3.0,0.5715190920583629,58,0,31,0.9333333333333332,0.0031034530831958,496.4,3.0,1,6156.75,6099.75,0.9902,-0.08228176718202604,0.6709678925585839,0.4146726368334568,-1,-0.17023704357076697,100.0
Fudp7uPDYNYQRxoq1Q4JiwJnzyxhVz37bGqRki3PBzS,2,4,1,-0.0,14,0.0,1.0,0.5631653484489122,56,0,30,0.9333333333333332,0.0031034530831958,496.4,2.8,1,6156.75,6099.75,0.9902,-0.14065199689386995,0.2764771999315796,-0.31705730876657334,-1,-0.17470301479463285,101.5
